,Source,SourcePOS,SourceDep,Target,TargetPOS,TargetDep
32,Wear something like a bright green wig for shows and add an unusual accessory like lightning bolt earrings .,"['VB', 'NN', 'IN', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NNS', '.']","[('root', 0), ('obj', 1), ('case', 7), ('det', 7), ('amod', 7), ('amod', 7), ('nmod', 2), ('case', 9), ('obl', 1), ('cc', 11), ('conj', 1), ('det', 14), ('amod', 14), ('obj', 11), ('case', 18), ('compound', 17), ('compound', 18), ('nmod', 14), ('punct', 1)]",You could wear a bright green wig for shows and add an unusual accessory like lightning bolt earrings .,"['PRP', 'MD', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NNS', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('det', 7), ('amod', 7), ('amod', 7), ('obj', 3), ('case', 9), ('obl', 3), ('cc', 11), ('conj', 3), ('det', 14), ('amod', 14), ('obj', 11), ('case', 18), ('compound', 17), ('compound', 18), ('nmod', 14), ('punct', 3)]"
33,Tilt the highest point of rotation the arm and wrist movement to that of a regular off-break .,"['VB', 'DT', 'JJS', 'NN', 'IN', 'NN', 'DT', 'NN', 'CC', 'NN', 'NN', 'IN', 'DT', 'IN', 'DT', 'JJ', 'IN', 'HYPH', 'NN', '.']","[('root', 0), ('det', 4), ('amod', 4), ('obj', 1), ('case', 6), ('nmod', 4), ('det', 11), ('compound', 11), ('cc', 10), ('conj', 8), ('conj', 4), ('case', 13), ('obl', 1), ('case', 19), ('det', 19), ('amod', 19), ('case', 19), ('punct', 19), ('nmod', 13), ('punct', 1)]",Till the highest point of rotation the arm and wrist movement are similar to that of a regular off-break .,"['IN', 'DT', 'JJS', 'NN', 'IN', 'NN', 'DT', 'NN', 'CC', 'NN', 'NN', 'VBP', 'JJ', 'IN', 'DT', 'IN', 'DT', 'JJ', 'IN', 'HYPH', 'NN', '.']","[('mark', 13), ('det', 4), ('amod', 4), ('nsubj', 13), ('case', 6), ('nmod', 4), ('det', 11), ('compound', 11), ('cc', 10), ('conj', 8), ('nsubj', 13), ('cop', 13), ('root', 0), ('case', 15), ('obl', 13), ('case', 21), ('det', 21), ('amod', 21), ('case', 21), ('punct', 21), ('nmod', 15), ('punct', 13)]"
34,Have fun and be nice to everyone on your blog .,"['VB', 'NN', 'CC', 'VB', 'JJ', 'IN', 'NN', 'IN', 'PRP$', 'NN', '.']","[('root', 0), ('obj', 1), ('cc', 5), ('cop', 5), ('conj', 1), ('case', 7), ('obl', 5), ('case', 10), ('nmod:poss', 10), ('nmod', 7), ('punct', 1)]","And most of all , be nice to everyone on your blog .","['CC', 'JJS', 'IN', 'DT', ',', 'VB', 'JJ', 'IN', 'NN', 'IN', 'PRP$', 'NN', '.']","[('cc', 7), ('nsubj', 7), ('case', 4), ('nmod', 2), ('punct', 7), ('cop', 7), ('root', 0), ('case', 9), ('obl', 7), ('case', 12), ('nmod:poss', 12), ('nmod', 9), ('punct', 7)]"
35,Increases in the government inflation rate as well as the time-value of money ( learn about it at http://www.investopedia.com/terms/t/timevalueofmoney.asp) will de-visualize your cash over time .,"['VBZ', 'IN', 'DT', 'NN', 'NN', 'NN', 'RB', 'RB', 'IN', 'DT', 'NN', 'HYPH', 'NN', 'IN', 'NN', '-LRB-', 'VB', 'IN', 'PRP', 'IN', 'ADD', '-RRB-', 'MD', 'VB', 'PRP$', 'NN', 'IN', 'NN', '.']","[('root', 0), ('case', 6), ('det', 6), ('compound', 6), ('compound', 6), ('obl', 1), ('cc', 13), ('fixed', 7), ('fixed', 7), ('det', 13), ('compound', 13), ('punct', 13), ('conj', 6), ('case', 15), ('nmod', 13), ('punct', 17), ('parataxis', 13), ('case', 19), ('obl', 17), ('case', 21), ('obl', 17), ('punct', 17), ('aux', 24), ('parataxis', 1), ('nmod:poss', 26), ('obj', 24), ('case', 28), ('obl', 24), ('punct', 1)]",Inflation as well as the time-value of money ( learn about it at http://www.investopedia.com/terms/t/timevalueofmoney.asp) will lower the value of your cash over time .,"['NN', 'RB', 'RB', 'IN', 'DT', 'NN', 'HYPH', 'NN', 'IN', 'NN', '-LRB-', 'VB', 'IN', 'PRP', 'IN', 'ADD', '-RRB-', 'MD', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'NN', '.']","[('nsubj', 19), ('cc', 8), ('fixed', 2), ('fixed', 2), ('det', 8), ('compound', 8), ('punct', 8), ('conj', 1), ('case', 10), ('nmod', 8), ('punct', 12), ('parataxis', 8), ('case', 14), ('obl', 12), ('case', 16), ('obl', 12), ('punct', 12), ('aux', 19), ('root', 0), ('det', 21), ('obj', 19), ('case', 24), ('nmod:poss', 24), ('nmod', 21), ('case', 26), ('obl', 19), ('punct', 19)]"
36,Find out what makes you happy .,"['VB', 'RP', 'WP', 'VBZ', 'PRP', 'JJ', '.']","[('root', 0), ('compound:prt', 1), ('nsubj', 4), ('ccomp', 1), ('obj', 4), ('xcomp', 4), ('punct', 1)]",What makes you happy ?,"['WP', 'VBZ', 'PRP', 'JJ', '.']","[('nsubj', 2), ('root', 0), ('obj', 2), ('xcomp', 2), ('punct', 2)]"
37,offers both real-time effects while in iChat and static effects for Photo Booth and works on multiple versions of OS X.,"['VBZ', 'DT', 'JJ', 'HYPH', 'NN', 'NNS', 'IN', 'IN', 'NNP', 'CC', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'CC', 'VBZ', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', '.']","[('root', 0), ('det', 6), ('amod', 5), ('punct', 5), ('compound', 6), ('obj', 1), ('mark', 9), ('case', 9), ('advcl', 1), ('cc', 12), ('amod', 12), ('conj', 9), ('case', 15), ('compound', 15), ('nmod', 12), ('cc', 17), ('conj', 1), ('case', 20), ('amod', 20), ('obl', 17), ('case', 23), ('compound', 23), ('nmod', 20), ('punct', 1)]",CatEye offers both real-time effects while in iChat and static effects for Photo Booth and works on multiple versions of OS X.,"['NN', 'NNP', 'VBZ', 'DT', 'JJ', 'HYPH', 'NN', 'NNS', 'IN', 'IN', 'NNP', 'CC', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'CC', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', '.']","[('compound', 2), ('nsubj', 3), ('root', 0), ('det', 8), ('amod', 7), ('punct', 7), ('compound', 8), ('obj', 3), ('mark', 11), ('case', 11), ('advcl', 3), ('cc', 14), ('amod', 14), ('conj', 11), ('case', 17), ('compound', 17), ('nmod', 14), ('cc', 19), ('conj', 17), ('case', 22), ('amod', 22), ('nmod', 17), ('case', 25), ('compound', 25), ('nmod', 22), ('punct', 3)]"
38,Select the icon of a brown address book that says Contacts .,"['VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'WDT', 'VBZ', 'NNS', '.']","[('root', 0), ('det', 3), ('obj', 1), ('case', 8), ('det', 8), ('amod', 8), ('compound', 8), ('nmod', 3), ('nsubj', 10), ('acl:relcl', 8), ('obj', 10), ('punct', 1)]","The Contacts icon is a brown address book that says "" Contacts "" .","['DT', 'NNS', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'WDT', 'VBZ', '``', 'NNS', ""''"", '.']","[('det', 3), ('compound', 3), ('nsubj', 8), ('cop', 8), ('det', 8), ('amod', 8), ('compound', 8), ('root', 0), ('nsubj', 10), ('acl:relcl', 8), ('punct', 12), ('obj', 10), ('punct', 12), ('punct', 8)]"
39,"Accessorize : Earrings are a great way to show your style , Small or Big .","['VB', ':', 'NNS', 'VBP', 'DT', 'JJ', 'NN', 'TO', 'VB', 'PRP$', 'NN', ',', 'JJ', 'CC', 'NNP', '.']","[('root', 0), ('punct', 1), ('nsubj', 7), ('cop', 7), ('det', 7), ('amod', 7), ('ccomp', 1), ('mark', 9), ('acl', 7), ('nmod:poss', 11), ('obj', 9), ('punct', 13), ('conj', 11), ('cc', 15), ('conj', 11), ('punct', 1)]","Earrings are a great way to show your style , Small or Big .","['NNS', 'VBP', 'DT', 'JJ', 'NN', 'TO', 'VB', 'PRP$', 'NN', ',', 'JJ', 'CC', 'NNP', '.']","[('nsubj', 5), ('cop', 5), ('det', 5), ('amod', 5), ('root', 0), ('mark', 7), ('acl', 5), ('nmod:poss', 9), ('obj', 7), ('punct', 11), ('amod', 9), ('cc', 13), ('conj', 9), ('punct', 5)]"
40,Place 30 inch shelf on top of the 1x1 shelf support on each side piece and pre drill screw holes through the shelf and into the 1x1 shelf support .,"['VB', 'CD', 'NN', 'NN', 'IN', 'NN', 'IN', 'DT', 'CD', 'SYM', 'CD', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN', 'CC', 'AFX', 'NN', 'NN', 'NNS', 'IN', 'DT', 'NN', 'CC', 'IN', 'DT', 'CD', 'SYM', 'CD', 'NN', 'NN', '.']","[('root', 0), ('nummod', 3), ('compound', 4), ('obj', 1), ('case', 6), ('obl', 1), ('case', 13), ('det', 13), ('nummod', 13), ('case', 11), ('nmod', 9), ('compound', 13), ('nmod', 6), ('case', 17), ('det', 17), ('compound', 17), ('nmod', 13), ('cc', 22), ('compound', 20), ('compound', 22), ('compound', 22), ('conj', 17), ('case', 25), ('det', 25), ('nmod', 22), ('cc', 33), ('case', 33), ('det', 33), ('nummod', 33), ('case', 31), ('nmod', 29), ('compound', 33), ('conj', 13), ('punct', 1)]",Place shelf on top of the 1x1 shelf support on each side piece and pre drill screw holes through the shelf and into the 1x1 shelf support .,"['NN', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'CD', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN', 'CC', 'NN', 'NN', 'NN', 'NNS', 'IN', 'DT', 'NN', 'CC', 'IN', 'DT', 'CD', 'SYM', 'CD', 'NN', 'NN', '.']","[('compound', 2), ('root', 0), ('case', 4), ('nmod', 2), ('case', 10), ('det', 10), ('compound', 10), ('nummod', 7), ('compound', 10), ('nmod', 4), ('case', 14), ('det', 14), ('compound', 14), ('nmod', 10), ('cc', 19), ('compound', 17), ('compound', 19), ('compound', 19), ('conj', 14), ('case', 22), ('det', 22), ('nmod', 19), ('cc', 30), ('case', 30), ('det', 30), ('nummod', 30), ('case', 28), ('nmod', 26), ('compound', 30), ('conj', 14), ('punct', 2)]"
41,"Let 's face it - if you let Armin rag on Sam , even though Armin gets off on it now , he knows in the back of his mind that when you 're with Sam , the two of you are probably ragging on him .","['VB', 'PRP', 'VB', 'PRP', ',', 'IN', 'PRP', 'VBP', 'NNP', 'VB', 'IN', 'NNP', ',', 'RB', 'IN', 'NNP', 'VBZ', 'RP', 'IN', 'PRP', 'RB', ',', 'PRP', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'WRB', 'PRP', 'VBP', 'IN', 'NNP', ',', 'DT', 'CD', 'IN', 'PRP', 'VBP', 'RB', 'VBG', 'IN', 'PRP', '.']","[('root', 0), ('obj', 1), ('xcomp', 1), ('obj', 3), ('punct', 1), ('mark', 8), ('nsubj', 8), ('advcl', 24), ('obj', 8), ('xcomp', 8), ('case', 12), ('obl', 10), ('punct', 24), ('advmod', 17), ('mark', 17), ('nsubj', 17), ('advcl', 24), ('compound:prt', 17), ('case', 20), ('obl', 17), ('advmod', 17), ('punct', 24), ('nsubj', 24), ('parataxis', 1), ('case', 27), ('det', 27), ('obl', 24), ('case', 30), ('nmod:poss', 30), ('nmod', 27), ('mark', 44), ('mark', 36), ('nsubj', 36), ('cop', 36), ('case', 36), ('advcl', 44), ('punct', 44), ('det', 39), ('nsubj', 44), ('case', 41), ('nmod', 39), ('aux', 44), ('advmod', 44), ('ccomp', 24), ('case', 46), ('obl', 44), ('punct', 1)]","If , for instance , you let Armin rag on Sam , even though Armin gets off on it now , he knows in the back of his mind that when you 're with Sam , the two of you are probably ragging on him .","['IN', ',', 'IN', 'NN', ',', 'PRP', 'VBD', 'NNP', 'VB', 'IN', 'NNP', ',', 'RB', 'IN', 'NNP', 'VBZ', 'RP', 'IN', 'PRP', 'RB', ',', 'PRP', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'WRB', 'PRP', 'VBP', 'IN', 'NNP', ',', 'DT', 'CD', 'IN', 'PRP', 'VBP', 'RB', 'VBG', 'IN', 'PRP', '.']","[('mark', 7), ('punct', 7), ('case', 4), ('obl', 7), ('punct', 7), ('nsubj', 7), ('root', 0), ('obj', 7), ('xcomp', 7), ('case', 11), ('obl', 9), ('punct', 7), ('advmod', 16), ('mark', 16), ('nsubj', 16), ('advcl', 23), ('compound:prt', 16), ('case', 19), ('obl', 16), ('advmod', 16), ('punct', 23), ('nsubj', 23), ('parataxis', 7), ('case', 26), ('det', 26), ('obl', 23), ('case', 29), ('nmod:poss', 29), ('nmod', 26), ('mark', 43), ('mark', 35), ('nsubj', 35), ('cop', 35), ('case', 35), ('advcl', 43), ('punct', 43), ('det', 38), ('nsubj', 43), ('case', 40), ('nmod', 38), ('aux', 43), ('advmod', 43), ('ccomp', 23), ('case', 45), ('obl', 43), ('punct', 7)]"
42,Note that pool installation prices are often higher during the spring and summer .,"['VB', 'IN', 'NN', 'NN', 'NNS', 'VBP', 'RB', 'JJR', 'IN', 'DT', 'NN', 'CC', 'NN', '.']","[('root', 0), ('mark', 8), ('compound', 5), ('compound', 5), ('nsubj', 8), ('cop', 8), ('advmod', 8), ('ccomp', 1), ('case', 11), ('det', 11), ('obl', 8), ('cc', 13), ('conj', 11), ('punct', 1)]",Pool installation prices are often higher during spring and summer and lower during the winter .,"['NN', 'NN', 'NNS', 'VBP', 'RB', 'JJR', 'IN', 'NN', 'CC', 'NN', 'CC', 'JJR', 'IN', 'DT', 'NN', '.']","[('compound', 2), ('compound', 3), ('nsubj', 6), ('cop', 6), ('advmod', 6), ('root', 0), ('case', 8), ('obl', 6), ('cc', 10), ('conj', 8), ('cc', 12), ('conj', 6), ('case', 15), ('det', 15), ('obl', 12), ('punct', 6)]"
43,Go thing there are so many flippin ' 7 - 11s in Japan .,"['VB', 'NN', 'EX', 'VBP', 'RB', 'JJ', 'NNS', ""''"", 'CD', 'SYM', 'NNS', 'IN', 'NNP', '.']","[('root', 0), ('obj', 1), ('expl', 4), ('acl:relcl', 2), ('advmod', 6), ('amod', 7), ('nsubj', 4), ('punct', 7), ('nummod', 7), ('case', 11), ('nmod', 9), ('case', 13), ('obl', 4), ('punct', 1)]",Good thing there are so many flippin ' 7 - 11s in Japan .,"['JJ', 'NN', 'EX', 'VBP', 'RB', 'JJ', 'NNS', '``', 'CD', 'SYM', 'NNS', 'IN', 'NNP', '.']","[('amod', 2), ('root', 0), ('expl', 4), ('acl:relcl', 2), ('advmod', 6), ('amod', 7), ('nsubj', 4), ('punct', 7), ('appos', 7), ('case', 11), ('nmod', 9), ('case', 13), ('nmod', 7), ('punct', 2)]"
44,Eat at restaurants and sushi bars in cities .,"['VB', 'IN', 'NNS', 'CC', 'NN', 'NNS', 'IN', 'NNS', '.']","[('root', 0), ('case', 3), ('obl', 1), ('cc', 6), ('compound', 6), ('conj', 3), ('case', 8), ('obl', 1), ('punct', 1)]",You can eat at restaurants and sushi bars in cities .,"['PRP', 'MD', 'VB', 'IN', 'NNS', 'CC', 'NN', 'NNS', 'IN', 'NNS', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('case', 5), ('obl', 3), ('cc', 8), ('compound', 8), ('conj', 5), ('case', 10), ('obl', 3), ('punct', 3)]"
45,Swipe down from the top of the screen twice .,"['VB', 'RP', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'RB', '.']","[('root', 0), ('compound:prt', 1), ('case', 5), ('det', 5), ('obl', 1), ('case', 8), ('det', 8), ('nmod', 5), ('advmod', 1), ('punct', 1)]",It 's at the top of the screen .,"['PRP', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']","[('nsubj', 5), ('cop', 5), ('case', 5), ('det', 5), ('root', 0), ('case', 8), ('det', 8), ('nmod', 5), ('punct', 5)]"
46,remember Buddhism does not have a written doctrine that can be used in fundamentalist arguments .,"['VB', 'NNP', 'VBZ', 'RB', 'VB', 'DT', 'VBN', 'NN', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'JJ', 'NNS', '.']","[('root', 0), ('nsubj', 5), ('aux', 5), ('advmod', 5), ('ccomp', 1), ('det', 8), ('amod', 8), ('obj', 5), ('nsubj:pass', 12), ('aux', 12), ('aux:pass', 12), ('acl:relcl', 8), ('case', 15), ('amod', 15), ('obl', 12), ('punct', 1)]",Buddhism does not have a written doctrine that can be used in fundamentalist arguments .,"['NNP', 'VBZ', 'RB', 'VB', 'DT', 'VBN', 'NN', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'JJ', 'NNS', '.']","[('nsubj', 4), ('aux', 4), ('advmod', 4), ('root', 0), ('det', 7), ('amod', 7), ('obj', 4), ('nsubj:pass', 11), ('aux', 11), ('aux:pass', 11), ('acl:relcl', 7), ('case', 14), ('amod', 14), ('obl', 11), ('punct', 4)]"
47,Get involved with your temple 's community and join some of the offered classes to enrich your studies .,"['VB', 'JJ', 'IN', 'PRP$', 'NN', 'POS', 'NN', 'CC', 'VB', 'DT', 'IN', 'DT', 'VBN', 'NNS', 'TO', 'VB', 'PRP$', 'NNS', '.']","[('root', 0), ('xcomp', 1), ('case', 7), ('nmod:poss', 5), ('nmod:poss', 7), ('case', 5), ('obl', 2), ('cc', 9), ('conj', 1), ('obj', 9), ('case', 14), ('det', 14), ('amod', 14), ('nmod', 10), ('mark', 16), ('advcl', 9), ('nmod:poss', 18), ('obj', 16), ('punct', 1)]","Then , enrich your studies by getting involved with your temple 's community and taking some of the offered classes .","['RB', ',', 'VB', 'PRP$', 'NNS', 'IN', 'VBG', 'JJ', 'IN', 'PRP$', 'NN', 'POS', 'NN', 'CC', 'VBG', 'DT', 'IN', 'DT', 'VBN', 'NNS', '.']","[('advmod', 3), ('punct', 3), ('root', 0), ('nmod:poss', 5), ('obj', 3), ('mark', 7), ('advcl', 3), ('xcomp', 7), ('case', 13), ('nmod:poss', 11), ('nmod:poss', 13), ('case', 11), ('obl', 8), ('cc', 15), ('conj', 8), ('obj', 15), ('case', 20), ('det', 20), ('amod', 20), ('nmod', 16), ('punct', 3)]"
48,Telling a joke which seems funny to you may not be funny to everyone else .,"['VB', 'DT', 'NN', 'WDT', 'VBZ', 'JJ', 'IN', 'PRP', 'MD', 'RB', 'VB', 'JJ', 'IN', 'NN', 'JJ', '.']","[('root', 0), ('det', 3), ('obj', 1), ('nsubj', 5), ('acl:relcl', 3), ('xcomp', 5), ('case', 8), ('obl', 6), ('aux', 12), ('advmod', 12), ('cop', 12), ('ccomp', 1), ('case', 14), ('obl', 12), ('amod', 14), ('punct', 1)]",A joke which seems funny to you may not be funny to everyone else .,"['DT', 'NN', 'WDT', 'VBZ', 'JJ', 'IN', 'PRP', 'MD', 'RB', 'VB', 'JJ', 'IN', 'NN', 'JJ', '.']","[('det', 2), ('nsubj', 11), ('nsubj', 4), ('acl:relcl', 2), ('xcomp', 4), ('case', 7), ('obl', 5), ('aux', 11), ('advmod', 11), ('cop', 11), ('root', 0), ('case', 13), ('obl', 11), ('amod', 13), ('punct', 11)]"
49,Manufactures defects ( that are likely to fail early ) will be cover by the manufacturers warranty .,"['VBZ', 'NNS', '-LRB-', 'WDT', 'VBP', 'JJ', 'TO', 'VB', 'RB', '-RRB-', 'MD', 'VB', 'NN', 'IN', 'DT', 'NNS', 'NN', '.']","[('root', 0), ('obj', 1), ('punct', 6), ('nsubj', 6), ('cop', 6), ('acl:relcl', 2), ('mark', 8), ('xcomp', 6), ('advmod', 8), ('punct', 6), ('aux', 13), ('cop', 13), ('parataxis', 1), ('case', 17), ('det', 17), ('compound', 17), ('nmod', 13), ('punct', 13)]",Manufacturer 's defects ( that are likely to fail early ) will be cover by the manufacturer 's warranty .,"['NN', 'POS', 'NNS', '-LRB-', 'WDT', 'VBP', 'JJ', 'TO', 'VB', 'RB', '-RRB-', 'MD', 'VB', 'NN', 'IN', 'DT', 'NN', 'POS', 'NN', '.']","[('nmod:poss', 3), ('case', 1), ('nsubj', 14), ('punct', 3), ('nsubj', 7), ('cop', 7), ('acl:relcl', 3), ('mark', 9), ('xcomp', 7), ('advmod', 9), ('punct', 3), ('aux', 14), ('cop', 14), ('root', 0), ('case', 19), ('det', 17), ('nmod:poss', 19), ('case', 17), ('nmod', 14), ('punct', 14)]"
50,"Remember , if you take care of the car , and it did n't break during the warranty , it is not likely to break later .","['VB', ',', 'IN', 'PRP', 'VBP', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'PRP', 'VBD', 'RB', 'VB', 'IN', 'DT', 'NN', ',', 'PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'RB', '.']","[('root', 0), ('punct', 1), ('mark', 5), ('nsubj', 5), ('advcl', 23), ('obj', 5), ('case', 9), ('det', 9), ('obl', 5), ('punct', 15), ('cc', 15), ('nsubj', 15), ('aux', 15), ('advmod', 15), ('conj', 1), ('case', 18), ('det', 18), ('obl', 15), ('punct', 23), ('nsubj', 23), ('cop', 23), ('advmod', 23), ('parataxis', 1), ('mark', 25), ('xcomp', 23), ('advmod', 25), ('punct', 1)]","If you take care of the car , and it did n't break during the warranty , it is not likely to break later .","['IN', 'PRP', 'VBP', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'PRP', 'VBD', 'RB', 'VB', 'IN', 'DT', 'NN', ',', 'PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'RB', '.']","[('mark', 3), ('nsubj', 3), ('advcl', 21), ('obj', 3), ('case', 7), ('det', 7), ('obl', 3), ('punct', 13), ('cc', 13), ('nsubj', 13), ('aux', 13), ('advmod', 13), ('conj', 3), ('case', 16), ('det', 16), ('obl', 13), ('punct', 21), ('nsubj', 21), ('cop', 21), ('advmod', 21), ('root', 0), ('mark', 23), ('xcomp', 21), ('advmod', 23), ('punct', 21)]"
51,Scroll to the fourth group of options and tap .,"['VB', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'VB', '.']","[('root', 0), ('case', 5), ('det', 5), ('amod', 5), ('obl', 1), ('case', 7), ('nmod', 5), ('cc', 9), ('conj', 1), ('punct', 1)]",It 's in the fourth group of options .,"['PRP', 'VBZ', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.']","[('nsubj', 6), ('cop', 6), ('case', 6), ('det', 6), ('amod', 6), ('root', 0), ('case', 8), ('nmod', 6), ('punct', 6)]"
52,"Preparing the pan One 9-inch by 2-inch cake or quiche pan or 9-inch springform pan , greased , bottom lined with scroll or wax paper , and then re-oil again and floured .","['VBG', 'DT', 'NN']","[('root', 0), ('det', 3), ('obj', 1)]","You will want one 9-inch by 2-inch cake or quiche pan or a 9-inch springform pan , greased , bottom lined with scroll or wax paper , and then re-oil again and floured .","['PRP', 'MD', 'VB', 'CD', 'CD', 'HYPH', 'NN', 'IN', 'CD', 'HYPH', 'NN', 'NN', 'CC', 'NN', 'NN', 'CC', 'DT', 'CD', 'HYPH', 'NN', 'NN', 'NN', ',', 'VBN', ',', 'NN', 'VBN', 'IN', 'NN', 'CC', 'NN', 'NN', ',', 'CC', 'RB', 'VB', 'RB', 'CC', 'VBN', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('nummod', 7), ('nummod', 7), ('punct', 7), ('obj', 3), ('case', 12), ('nummod', 11), ('punct', 11), ('compound', 12), ('obj', 3), ('cc', 15), ('compound', 15), ('conj', 12), ('cc', 22), ('det', 22), ('nummod', 20), ('punct', 20), ('compound', 22), ('compound', 22), ('conj', 12), ('punct', 22), ('acl', 22), ('punct', 26), ('appos', 22), ('acl', 26), ('case', 29), ('obl', 27), ('cc', 32), ('compound', 32), ('conj', 29), ('punct', 36), ('cc', 36), ('advmod', 36), ('conj', 3), ('advmod', 36), ('cc', 39), ('conj', 37), ('punct', 3)]"
53,Believe me you will feel much better about the compliment if you know how to take it .,"['VB', 'PRP', 'PRP', 'MD', 'VB', 'RB', 'JJR', 'IN', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'WRB', 'TO', 'VB', 'PRP', '.']","[('root', 0), ('obj', 1), ('nsubj', 5), ('aux', 5), ('ccomp', 1), ('advmod', 7), ('xcomp', 5), ('case', 10), ('det', 10), ('obl', 7), ('mark', 13), ('nsubj', 13), ('advcl', 5), ('advmod', 16), ('mark', 16), ('ccomp', 13), ('obj', 16), ('punct', 1)]",You will feel much better about the compliment if you know how to take it .,"['PRP', 'MD', 'VB', 'RB', 'JJR', 'IN', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'WRB', 'TO', 'VB', 'PRP', '.']","[('nsubj', 3), ('aux', 3), ('root', 0), ('advmod', 5), ('xcomp', 3), ('case', 8), ('det', 8), ('obl', 5), ('mark', 11), ('nsubj', 11), ('advcl', 3), ('advmod', 14), ('mark', 14), ('ccomp', 11), ('obj', 14), ('punct', 3)]"
54,dominate - anyone who gets in your way try to dominate the social ladder,"['VB', ',', 'NN', 'WP', 'VBZ', 'IN', 'PRP$', 'NN', 'VB', 'TO', 'VB', 'DT', 'JJ', 'NN']","[('root', 0), ('punct', 1), ('obj', 1), ('nsubj', 5), ('acl:relcl', 3), ('case', 8), ('nmod:poss', 8), ('obl', 5), ('parataxis', 1), ('mark', 11), ('xcomp', 9), ('det', 14), ('amod', 14), ('obj', 11)]",anyone who gets in your way try to dominate the social ladder,"['NN', 'WP', 'VBZ', 'IN', 'PRP$', 'NN', 'VB', 'TO', 'VB', 'DT', 'JJ', 'NN']","[('nsubj', 7), ('nsubj', 3), ('acl:relcl', 1), ('case', 6), ('nmod:poss', 6), ('obl', 3), ('root', 0), ('mark', 9), ('xcomp', 7), ('det', 12), ('amod', 12), ('obj', 9)]"
55,Make sure to keep the pH of your tank water between 6.5 and 7.2 .,"['VB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'IN', 'CD', 'CC', 'CD', '.']","[('root', 0), ('xcomp', 1), ('mark', 4), ('xcomp', 2), ('det', 7), ('compound', 7), ('obj', 4), ('case', 11), ('nmod:poss', 11), ('compound', 11), ('nmod', 7), ('case', 13), ('obl', 4), ('cc', 15), ('conj', 13), ('punct', 1)]",Also make sure to keep the pH of your tank water between 6.5 and 7.2 .,"['RB', 'VB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'NN', 'IN', 'PRP$', 'NN', 'NN', 'IN', 'CD', 'CC', 'CD', '.']","[('advmod', 2), ('root', 0), ('xcomp', 2), ('mark', 5), ('xcomp', 3), ('det', 8), ('compound', 8), ('obj', 5), ('case', 12), ('nmod:poss', 12), ('compound', 12), ('nmod', 8), ('case', 14), ('obl', 5), ('cc', 16), ('conj', 14), ('punct', 2)]"
